,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,inta,100,RU,1604186576,97,66.03,60.17,32.99,16.98
386,camacha,20,PT,1604186576,88,33.08,-16.33,66.2,7.9
387,winnemucca,1,US,1604186576,15,40.97,-117.74,69.8,4.7
388,vesoul,40,FR,1604186576,100,47.58,5.83,53.01,5.82
389,boende,7,CD,1604186577,91,-0.22,20.87,71.47,2.21
390,weihe,2,CN,1604186577,60,33.0,105.32,43.59,6.58
391,bilibino,71,RU,1604186577,84,68.05,166.44,2.25,2.44
392,kohtla-jarve,1,EE,1604186577,91,59.4,27.27,40.96,6.93
393,pithoragarh,5,IN,1604186577,53,29.58,80.22,49.95,2.62
394,pangnirtung,100,CA,1604186578,79,66.15,-65.71,12.69,5.3
395,plettenberg bay,100,DE,1604186578,93,51.22,7.88,52.0,7.43
396,nguruka,47,TZ,1604186578,68,-5.11,31.04,68.68,1.5
397,masuguru,56,TZ,1604186578,75,-11.37,38.42,75.7,2.57
398,belyy yar,83,RU,1604186579,88,55.84,32.94,44.56,6.49
399,gamboma,70,CG,1604186579,87,-1.88,15.86,71.71,1.39
400,gizo,17,SB,1604186579,68,-8.1,156.84,84.51,5.14
401,soure,8,BR,1604186579,80,-0.72,-48.52,81.48,14.34
402,volksrust,100,ZA,1604186579,95,-27.37,29.88,53.49,3.31
403,pringsewu,75,ID,1604186580,90,-5.36,104.97,73.49,3.36
404,metro,88,ID,1604186580,88,-5.11,105.31,75.61,3.8
405,benalla,0,AU,1604186580,67,-36.55,145.98,64.99,5.82
406,sikonge,75,TZ,1604186581,44,-5.63,32.77,75.2,13.87
407,erenhot,14,CN,1604186581,76,43.65,111.98,28.85,8.84
408,batsfjord,100,NO,1604186581,83,70.63,29.72,36.52,11.83
409,puro,100,PH,1604186581,88,12.48,123.38,78.6,27.94
410,weligama,56,LK,1604186581,87,5.97,80.42,76.82,6.26
411,rovinj,96,HR,1604186582,93,45.08,13.64,48.2,2.24
412,twin falls,43,US,1604186582,68,48.16,-123.95,50.0,9.17
413,irbeyskoye,61,RU,1604186582,94,55.64,95.45,21.42,3.69
414,lazaro cardenas,100,DO,1604186582,90,19.46,-71.33,73.99,4.0
415,payo,100,ID,1604186582,92,-3.75,103.64,74.05,0.22
416,proddatur,0,IN,1604186583,74,14.73,78.55,73.15,1.86
417,seymchan,100,RU,1604186542,94,62.88,152.43,14.61,5.77
418,tura,100,IN,1604186583,94,25.52,90.22,71.1,1.72
419,saldanha,0,ZA,1604186584,62,-33.01,17.94,57.2,6.93
420,chapais,75,CA,1604186584,68,49.78,-74.85,26.6,10.29
421,petropavlovsk-kamchatskiy,40,RU,1604186584,60,53.05,158.65,41.0,2.24
422,gunjur,0,GM,1604186584,100,13.2,-16.73,75.2,3.53
423,moranbah,0,AU,1604186585,18,-22.0,148.05,82.8,6.49
424,kalanwali,0,IN,1604186585,27,29.85,74.95,61.59,3.78
425,trairi,98,BR,1604186586,82,-3.28,-39.27,79.59,8.93
426,matay,1,EG,1604186586,71,28.42,30.78,68.99,17.0
427,miura,40,JP,1604186528,66,35.14,139.62,55.99,3.0
428,uvalde,1,US,1604186586,27,29.37,-99.77,77.0,5.82
429,marsh harbour,81,GB,1604186587,86,53.65,-1.81,48.0,4.0
430,parrita,75,CR,1604186587,100,9.52,-84.32,69.8,3.36
431,coahuayana,40,MX,1604186587,83,18.73,-103.68,78.8,13.87
432,carbonia,5,IT,1604186577,82,39.17,8.52,60.8,2.24
433,nampula,75,MZ,1604186588,88,-15.12,39.27,69.8,8.05
434,tual,92,ID,1604186588,76,-5.67,132.75,83.62,13.24
435,bay roberts,1,US,1604186588,66,43.73,-84.02,48.2,11.41
436,najran,0,SA,1604186589,38,17.49,44.13,60.8,0.45
437,ganzhou,99,CN,1604186589,84,28.82,115.43,61.03,3.11
438,pozo colorado,75,CU,1604186589,83,22.45,-80.18,80.6,9.17
439,goundam,8,ML,1604186570,14,16.41,-3.67,84.2,9.57
440,narimanov,75,RU,1604186589,75,46.69,47.85,46.4,2.24
441,temiscaming,95,CA,1604186590,59,46.72,-79.1,37.4,9.17
442,bara,33,NG,1604186590,32,10.37,10.73,76.12,5.01
443,bosobolo,44,CD,1604186590,96,4.18,19.9,70.95,2.35
444,aldan,100,RU,1604186590,91,58.6,125.39,-10.44,2.33
445,pavlodar,40,KZ,1604186591,100,52.3,76.95,26.6,6.71
446,palmer,1,US,1604186591,92,42.16,-72.33,32.0,3.36
447,vao,4,NC,1604186591,83,-22.67,167.48,73.78,14.36
448,paita,41,PE,1604186591,86,-5.09,-81.11,64.15,14.65
449,japura,100,ID,1604186592,96,-0.32,102.35,74.28,1.57
450,cortez,1,US,1604186592,20,37.35,-108.59,66.2,10.29
451,deputatskiy,99,RU,1604186592,91,69.3,139.9,-8.63,5.28
452,south venice,100,IS,1604186592,94,64.0,-19.0,30.99,2.75
453,ust-karsk,100,RU,1604186593,90,52.7,118.81,23.56,4.43
454,neiafu,90,TO,1604186407,94,-18.65,-173.98,73.4,10.29
455,westport,1,US,1604186325,56,41.14,-73.36,42.8,6.93
456,mbanza-ngungu,100,CD,1604186593,93,-5.25,14.87,71.19,2.93
457,shalinskoye,97,RU,1604186594,98,55.72,93.76,25.65,3.8
458,minab,0,IR,1604186594,77,27.15,57.08,69.8,4.7
459,balatonszarszo,96,HU,1604186594,76,46.83,17.82,51.01,7.0
460,varnavino,70,RU,1604186594,92,57.4,45.09,36.18,7.02
461,ossora,100,RU,1604186365,89,59.24,163.07,36.16,8.16
462,bowen,0,AU,1604186595,51,-20.02,148.23,86.0,8.05
463,maria aurora,28,ES,1604186595,56,37.71,-2.16,61.0,8.99
464,gushikawa,19,JP,1604186595,68,26.35,127.87,75.2,8.05
465,rambouillet,100,FR,1604186595,87,48.58,1.92,57.0,1.01
466,ascheberg,98,DE,1604186596,93,51.78,7.62,57.0,4.0
467,kununurra,95,AU,1604186596,79,-15.77,128.73,86.0,4.7
468,balabac,78,PH,1604186596,82,7.99,117.06,80.08,4.74
469,suntar,53,RU,1604186596,92,62.14,117.63,-2.56,2.59
470,pudozh,0,RU,1604186597,97,61.81,36.53,30.34,2.73
471,san juan,0,ML,1604186525,17,13.3,-4.9,81.64,6.22
472,bousso,19,TD,1604186597,41,10.48,16.71,83.5,3.49
473,arandis,25,NA,1604186468,91,-22.42,14.97,55.0,5.01
474,iwakuni,40,JP,1604186598,76,34.15,132.18,57.0,9.17
475,tambura,84,SS,1604186598,96,5.6,27.47,69.8,2.98
476,hvolsvollur,0,IS,1604186598,96,63.75,-20.22,34.0,3.0
477,liverpool,20,GB,1604186383,76,53.41,-2.98,51.01,11.41
478,carauari,100,BR,1604186599,98,-4.88,-66.9,69.57,2.28
479,bambous virieux,40,MU,1604186599,82,-20.26,57.41,66.2,8.05
480,scalea,1,IT,1604186599,88,39.81,15.8,54.0,1.01
481,sao joao da barra,0,IN,1604186529,55,20.51,76.21,68.23,1.77
482,toledo,17,ES,1604186600,54,39.83,-4.0,63.0,5.95
483,changtu,10,CN,1604186600,69,42.78,124.1,38.23,5.75
484,benavente,40,ES,1604186600,100,42.0,-5.68,55.99,4.7
485,antalaha,29,MG,1604186600,82,-14.9,50.28,65.7,7.05
486,huesca,14,ES,1604186601,81,42.14,-0.41,52.0,3.36
487,ambilobe,75,MG,1604186601,61,-13.2,49.05,72.63,4.5
488,thinadhoo,90,MV,1604186601,74,0.53,72.93,83.16,8.63
489,novovarshavka,25,RU,1604186602,86,54.17,74.69,34.59,9.35
490,bukoba,20,TZ,1604186602,82,-1.33,31.81,66.2,3.02
491,southbridge,0,US,1604186426,90,42.08,-72.03,32.0,3.83
492,zmeinogorsk,0,RU,1604186602,95,51.16,82.19,24.13,3.29
493,tucupita,100,VE,1604186603,93,9.06,-62.05,78.13,5.79
494,nanpiao,3,CN,1604186603,52,41.1,120.75,41.11,7.92
495,ishikawa,19,JP,1604186604,68,26.42,127.82,75.2,8.05
496,aklavik,20,CA,1604186604,84,68.22,-135.01,-0.4,2.62
497,san borja,0,ML,1604186525,17,13.3,-4.9,81.64,6.22
498,saint-francois,0,FR,1604186604,100,46.42,3.91,50.0,4.7
499,port augusta,33,CD,1604186604,57,-7.03,29.76,73.99,3.74
500,mao,5,ES,1604186496,87,39.89,4.27,60.8,5.82
501,camocim,68,BR,1604186502,82,-2.9,-40.84,79.39,13.13
502,mananara,78,MG,1604186605,84,-16.17,49.77,64.72,5.21
503,finschhafen,70,PG,1604186605,66,-6.6,147.87,84.38,7.61
504,lanxi,97,CN,1604186606,74,29.22,119.48,60.01,0.51
505,tarauaca,100,BR,1604186473,90,-8.16,-70.77,70.21,2.17
506,alice springs,1,US,1604186606,32,27.75,-98.07,80.6,4.7
507,porto-vecchio,75,FR,1604186607,100,41.59,9.28,62.6,3.33
508,lubango,95,AO,1604186607,79,-14.92,13.49,63.95,3.53
509,lima duarte,90,PE,1604186377,77,-12.04,-77.03,64.4,9.17
510,tamandare,50,BR,1604186607,84,-8.76,-35.1,77.9,8.99
511,homa bay,42,ET,1604186607,90,9.08,35.7,57.45,0.98
512,porbandar,0,IN,1604186608,40,21.64,69.61,78.75,10.76
513,kralendijk,20,BQ,1604186608,79,12.15,-68.27,84.2,12.75
514,jalu,78,LY,1604186409,65,29.03,21.55,67.21,7.65
515,pecos,1,US,1604186583,15,31.42,-103.49,82.4,8.37
516,cruzeiro do sul,90,BR,1604186608,93,-22.58,-44.96,64.4,3.36
517,melilla,0,ES,1604186609,87,35.29,-2.94,60.8,3.36
518,cairns,40,AU,1604186609,61,-16.92,145.77,87.01,11.41
519,manokwari,62,ID,1604186609,68,-0.87,134.08,84.2,7.63
520,agirish,100,RU,1604186610,97,61.92,63.02,27.86,8.66
521,ust-koksa,50,RU,1604186610,89,50.27,85.61,22.35,1.1
522,dunedin,23,NZ,1604186610,72,-45.87,170.5,57.99,14.0
523,aguimes,0,ES,1604186610,24,27.91,-15.45,78.8,12.75
524,fossano,37,IT,1604186610,100,44.55,7.72,50.0,4.7
525,linxia,99,CN,1604186457,77,35.6,103.21,36.41,1.72
526,mackenzie,90,CA,1604186611,88,55.3,-123.17,33.8,10.29
527,muleba,20,TZ,1604186611,82,-1.84,31.65,66.2,4.79
528,distraccion,96,CO,1604186611,86,10.9,-72.89,75.76,0.43
529,benguela,93,AO,1604186612,80,-12.58,13.41,77.59,5.26
530,arinos,100,BR,1604186596,88,-15.92,-46.11,71.62,4.59
531,miri,20,MY,1604186612,94,4.41,114.01,77.0,2.24
532,mys shmidta,80,RU,1604186612,96,62.06,48.62,31.6,4.68
533,hervey bay,1,US,1604186612,51,33.5,-93.78,62.6,3.36
534,amapa,94,BR,1604186613,59,1.0,-52.0,83.55,4.72
535,beyneu,99,KZ,1604186613,54,45.32,55.2,47.37,14.34
536,beloha,0,MG,1604186613,87,-25.17,45.05,63.41,7.36
537,onalaska,20,US,1604186384,51,43.88,-91.24,59.0,10.29
538,dingle,100,PH,1604186558,84,11.0,122.67,78.21,3.22
539,kuusamo,90,FI,1604186614,92,65.97,29.18,26.6,6.93
540,adeje,0,ES,1604186614,19,28.12,-16.73,80.6,11.41
541,tukrah,51,LY,1604186614,72,32.53,20.58,68.63,10.98
542,kendari,100,ID,1604186608,86,-3.94,122.5,77.13,2.57
543,verkhoyansk,95,RU,1604186615,88,67.54,133.38,-8.05,3.78
544,eyemouth,52,GB,1604186615,76,55.87,-2.09,46.99,19.35
545,zaporizhzhya,90,UA,1604186615,93,47.82,35.18,48.2,4.47
546,terrace,75,CA,1604186333,93,54.52,-128.6,41.0,14.99
547,phichit,0,TH,1604186616,94,16.25,100.42,77.0,1.12
548,kangaatsiaq,100,GL,1604186616,97,68.31,-53.46,24.76,14.12
549,penzance,100,GB,1604186616,81,50.12,-5.54,53.6,21.92
550,iquitos,75,PE,1604186510,78,-3.75,-73.25,80.6,3.36
551,evensk,78,RU,1604186617,92,61.95,159.23,24.33,13.15
552,alpena,1,US,1604186617,52,45.06,-83.43,44.6,13.87
553,geraldton,90,AU,1604186617,88,-28.77,114.6,64.4,17.22
554,baykit,69,RU,1604186618,89,61.67,96.37,0.7,3.31
555,manzhouli,100,CN,1604186618,95,49.6,117.43,25.34,13.65
556,taseyevo,62,RU,1604186618,91,57.22,94.9,16.72,5.73
557,azul,0,AR,1604186618,65,-36.78,-59.86,55.99,4.5
558,reconquista,0,AR,1604186618,64,-29.15,-59.65,64.67,8.5
559,guadalajara,40,MX,1604186619,22,20.67,-103.33,84.99,3.36
560,mirnyy,75,RU,1604186619,84,62.54,113.96,5.0,8.95
561,constantine,0,DZ,1604186619,76,36.37,6.61,51.8,2.24
562,matara,52,LK,1604186619,88,5.95,80.54,76.51,6.49
